id,Study,Country,Region,Site,neonatal,Year,species,ST,N50,contig_count,total_size,resistance_score,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence
ERR6350933,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST147,205017,253,5747375,1,KL64,K64,Typeable,O1/O2v1,O2a,Typeable
ERR6350892,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2015,Klebsiella pneumoniae,ST307,116160,816,5775509,1,KL102,Capsule null,Typeable,O1/O2v2,O2afg,Typeable
ERR6350913,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST147,121483,639,5797343,1,KL64,K64,Typeable,O1/O2v1,O2a,Typeable
ERR6350922,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST36,185474,315,5501368,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1607-ZN1342,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,160539,874,5724550,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1692-ZN1420,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST307,82669,739,5832600,1,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable
PID-0821-1757-ZN1474,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST101,178473,762,5683040,1,KL17,K17,Typeable,O1/O2v1,O1ab,Typeable
PID-0821-2759-ZN2378,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST2004,262919,448,5399905,1,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable
PID-0821-3500-ZN3059,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST1427,243694,741,5539185,1,KL67,K67,Typeable,OL13,O13,Typeable
ERR6350900,SPINZ,Zambia,Eastern Africa,Site 10,neonate,2016,Klebsiella pneumoniae,ST45,173860,544,5617417,1,KL24,K24,Typeable,O1/O2v1,O2a,Typeable
